PLAYER,RND,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,KMAX,K,D,A,FK,FD,
enerii,233,323.8,1.48,0.76,198.5,1.1,0.23,0.25,0.15,0.29,0.1,31,257,174,53,59,35,
scourge,499,291.4,1.31,0.73,185.3,1.02,0.19,0.23,0.16,0.34,0.12,33,507,386,97,117,80,
Tian,256,291.3,1.54,0.74,172.9,1.06,0.08,0.27,0.16,0.35,0.04,37,272,177,20,68,41,
Katriggered,296,287.4,1.36,0.73,181.6,0.98,0.22,0.24,0.14,0.22,0.1,34,290,214,64,71,40,
ZmjjKK,404,275.6,1.3,0.7,169.7,0.98,0.13,0.21,0.09,0.22,0.05,34,394,303,54,84,37,
DEATHMAKER,443,273,1.37,0.74,174,1,0.14,0.18,0.11,0.33,0.15,36,444,323,60,81,49,
Meteor,514,271.7,1.32,0.72,168.5,0.95,0.16,0.25,0.13,0.25,0.19,28,486,369,83,126,67,
Paradox,467,267.8,1.17,0.7,177.7,0.93,0.2,0.18,0.15,0.26,0.15,34,432,368,95,84,70,
Jinggg,965,267,1.25,0.75,170.3,0.91,0.25,0.2,0.12,0.2,0.08,32,878,704,242,189,119,
bstrdd,453,265.6,1.26,0.7,171.1,0.93,0.18,0.18,0.13,0.29,0.12,31,423,335,83,81,60,
maniek,504,265.5,1.25,0.72,171.8,0.9,0.22,0.2,0.16,0.25,0.21,29,453,363,109,101,80,
Brookelynn,462,264.9,1.33,0.72,164.3,0.93,0.14,0.18,0.09,0.19,0.15,36,428,322,66,82,42,
MiniBoo,325,262.6,1.36,0.73,170.4,0.94,0.14,0.23,0.15,0.31,0.17,26,305,225,45,76,49,
Jazzyk1ns,515,262.4,1.38,0.75,169.4,0.9,0.25,0.18,0.16,0.22,0.2,26,465,336,131,91,80,
Ninebody,512,262.4,1.24,0.72,169.5,0.91,0.21,0.19,0.13,0.26,0.13,29,468,377,107,98,66,
Georggyyy,308,261.5,1.09,0.67,173.7,0.87,0.2,0.19,0.19,0.23,0.13,29,268,245,63,60,58,
aspas,396,260.7,1.49,0.75,170,0.92,0.2,0.17,0.1,0.25,0.26,29,364,245,80,66,40,
rawfiul,787,260.6,1.36,0.71,162.9,0.94,0.11,0.17,0.11,0.34,0.17,29,738,544,88,136,87,
Alexy,219,259.9,1.17,0.72,166.7,0.89,0.23,0.15,0.15,0.28,0.04,26,194,166,51,32,32,
Alfajer,652,259.4,1.32,0.76,170.1,0.9,0.23,0.14,0.11,0.29,0.21,30,588,446,151,94,69,
AKUMAAAAA,325,259.2,1.13,0.68,167.8,0.87,0.19,0.26,0.2,0.29,0.22,29,284,251,61,83,65,
Bizerra,353,259.2,1.23,0.75,168.1,0.92,0.27,0.12,0.09,0.22,0.16,32,326,265,97,42,31,
jawgemo,522,258.8,1.14,0.74,161.8,0.86,0.26,0.14,0.15,0.22,0.2,28,451,396,135,74,80,
8lua,389,258.7,1.23,0.74,164.6,0.91,0.23,0.17,0.09,0.21,0.2,36,354,287,90,68,34,
russ,247,258.5,1.46,0.76,164.9,0.95,0.1,0.16,0.13,0.28,0.34,30,235,161,25,40,33,
SkRossi,604,258,1.25,0.71,158.7,0.9,0.12,0.22,0.13,0.26,0.09,27,545,436,74,133,77,
Luc1d,241,258,1.32,0.72,169.8,0.94,0.14,0.21,0.15,0.28,0.21,34,227,172,33,51,37,
Vera,708,258,1.19,0.72,168.3,0.9,0.2,0.17,0.11,0.24,0.18,30,639,539,145,122,75,
aimhunterr,327,257.9,1.24,0.7,170.7,0.9,0.2,0.13,0.12,0.24,0.1,31,295,238,66,44,38,
liazzi,288,257.3,1.25,0.72,164.7,0.88,0.18,0.16,0.1,0.22,0.24,26,253,203,51,45,30,
Alluka,270,256.8,1.34,0.76,168.9,0.91,0.24,0.18,0.14,0.23,0.14,26,246,183,65,49,37,
silentzz,553,256.7,1.15,0.69,166,0.86,0.17,0.19,0.14,0.26,0.19,33,475,414,92,105,80,
Ayumiii,233,256.2,1.4,0.75,158.9,0.9,0.18,0.18,0.11,0.22,0.21,26,210,150,43,42,26,
Derke,652,255.9,1.32,0.73,160,0.89,0.15,0.21,0.15,0.24,0.15,29,582,441,99,137,97,
lauress,369,255.9,1.33,0.73,166.2,0.92,0.18,0.17,0.1,0.33,0.09,29,340,256,68,62,37,
mwzera,587,254.5,1.19,0.72,162.4,0.84,0.24,0.15,0.14,0.16,0.24,33,494,416,139,90,83,
purp0,551,254.2,1.28,0.7,163.5,0.91,0.18,0.2,0.15,0.36,0.12,31,500,391,99,109,80,
f0rsakeN,965,253.9,1.25,0.71,160.9,0.9,0.18,0.2,0.16,0.29,0.27,26,871,698,177,195,157,
bunny bee,882,253.9,1.13,0.7,162.8,0.88,0.23,0.2,0.14,0.26,0.18,40,774,684,200,174,126,
dgzin,287,253.1,1.28,0.72,156.8,0.9,0.13,0.2,0.14,0.27,0.17,29,258,202,38,57,39,
wrld,335,252.8,1.23,0.71,162.6,0.91,0.15,0.16,0.14,0.26,0.32,32,305,248,49,53,46,
Ssun,352,252.6,1.08,0.68,164.5,0.87,0.19,0.21,0.14,0.21,0.13,32,307,283,66,75,49,
Filu,413,252.5,1.02,0.68,165.1,0.84,0.23,0.18,0.19,0.22,0.1,24,346,339,97,76,80,
keznit,640,252.4,1.17,0.73,165.8,0.85,0.28,0.17,0.14,0.22,0.27,33,546,467,176,108,92,
PowerPixele,398,252.1,1.31,0.79,163.9,0.89,0.37,0.1,0.09,0.19,0.27,33,355,270,148,41,36,
artzin,265,251.6,1.08,0.67,163.3,0.87,0.15,0.2,0.19,0.21,0.06,30,231,213,41,53,51,
Nakya,429,251.4,1.18,0.69,158,0.87,0.14,0.18,0.15,0.34,0.27,29,372,315,62,78,66,
t3xture,486,251.4,1.21,0.68,157.9,0.87,0.14,0.18,0.14,0.27,0.14,27,422,350,69,87,68,
Smoke,251,251.4,1.35,0.75,162.8,0.93,0.16,0.17,0.08,0.19,0.22,39,234,173,40,42,19,
mehzy,892,250.4,1.13,0.73,157.3,0.85,0.21,0.16,0.13,0.21,0.11,29,762,676,191,146,120,
yay,856,249.8,1.28,0.7,158.8,0.87,0.14,0.21,0.12,0.24,0.13,34,745,584,123,182,106,
Kohaibi,286,249.6,1.3,0.78,174.5,0.87,0.3,0.08,0.07,0.18,0.16,30,249,191,86,23,20,
whz,348,248.5,1.06,0.69,158.2,0.85,0.19,0.25,0.19,0.24,0.16,30,295,279,65,87,66,
gin,803,248.4,1.06,0.66,159.9,0.84,0.17,0.2,0.21,0.28,0.32,24,671,632,136,162,172,
ALIVE,466,248.4,1.36,0.73,159.5,0.91,0.13,0.18,0.11,0.28,0.17,30,425,312,62,82,49,
tech,461,248,1.15,0.72,160.4,0.83,0.2,0.16,0.11,0.22,0.09,28,383,334,94,73,51,
kellyS,801,248,1.09,0.72,160.1,0.84,0.23,0.2,0.18,0.21,0.19,34,670,617,183,160,142,
Khodor2k,244,247.3,1.09,0.67,166.3,0.88,0.14,0.16,0.19,0.29,0.14,30,215,197,35,38,46,
Anoxai,256,247.3,1.21,0.68,160.8,0.86,0.16,0.17,0.15,0.23,0.22,30,221,182,41,43,39,
wavy,451,247.1,1.07,0.65,156.4,0.85,0.15,0.22,0.16,0.27,0.19,35,383,358,68,100,74,
Deryeon,1190,247.1,1.12,0.72,154.3,0.86,0.18,0.22,0.17,0.2,0.15,32,1021,913,216,265,203,
sibeastw0w,424,246.8,1.17,0.67,158.4,0.86,0.14,0.22,0.17,0.27,0.25,28,365,313,60,92,73,
Kadoom,1090,246.7,1.1,0.7,157.5,0.83,0.18,0.21,0.18,0.26,0.23,29,909,823,196,232,201,
stare,219,246.4,1.17,0.73,159.8,0.88,0.31,0.12,0.09,0.29,0.17,31,192,164,68,27,19,
Reduxx,1416,246.4,1.22,0.71,157.5,0.87,0.18,0.17,0.16,0.27,0.16,34,1237,1016,257,241,221,
Demon1,419,246.4,1.25,0.73,161,0.89,0.12,0.19,0.1,0.32,0.12,26,374,299,49,78,41,
dodonut,538,246.4,1.14,0.72,160.9,0.83,0.26,0.12,0.15,0.19,0.24,29,445,391,141,65,79,
Zanatsu,837,246.2,1.17,0.73,159.6,0.83,0.26,0.16,0.13,0.24,0.14,25,693,592,214,136,105,
NiSMO,321,245.5,1.18,0.74,155.9,0.83,0.35,0.16,0.14,0.25,0.25,31,266,226,112,52,44,
xms,285,245.3,1.43,0.78,162.3,0.91,0.17,0.11,0.09,0.31,0.19,33,258,180,49,32,25,
Brave,305,245,1.18,0.74,160.8,0.84,0.31,0.12,0.12,0.27,0.12,25,257,217,96,37,37,
jas,361,244.6,1.09,0.68,160.1,0.83,0.22,0.19,0.19,0.28,0.15,37,299,274,78,67,69,
Meiy,474,244.5,1.21,0.74,155.6,0.85,0.2,0.18,0.12,0.23,0.15,35,402,333,95,85,56,
shooterR,380,244,1.1,0.71,154.8,0.84,0.14,0.19,0.15,0.35,0.09,27,320,290,53,72,56,
PxS,657,243.9,1.09,0.72,156.9,0.81,0.18,0.22,0.15,0.21,0.12,29,534,490,115,147,96,
ShoT_UP,930,243.6,1.27,0.72,156.6,0.86,0.25,0.12,0.1,0.3,0.2,30,801,632,230,115,95,
alvar,1124,243.5,1.18,0.68,154.5,0.85,0.16,0.2,0.18,0.28,0.17,33,954,808,185,222,205,
sarahcat,528,243.3,1.17,0.77,157.7,0.84,0.33,0.11,0.08,0.4,0.2,39,446,380,172,57,42,
allow,246,243.3,1.11,0.74,165,0.85,0.2,0.15,0.11,0.2,0.11,29,210,189,49,38,28,
JohnOlsen,513,243.2,1.24,0.69,154.9,0.88,0.15,0.19,0.17,0.32,0.1,30,450,362,76,99,85,
Zellsis,501,243.1,1.23,0.74,157,0.85,0.37,0.12,0.12,0.23,0.11,30,424,374,187,62,59,
leaf,729,243.1,1.12,0.72,153.7,0.83,0.22,0.19,0.19,0.22,0.19,29,603,538,159,141,142,
Shuriken,325,242.9,1.05,0.68,160.8,0.83,0.18,0.14,0.13,0.21,0.11,31,271,257,59,47,42,
sym,742,242.8,0.99,0.67,162.3,0.82,0.17,0.19,0.19,0.29,0.12,28,605,614,128,143,142,
OXY,1458,242.6,1.18,0.7,153.4,0.87,0.16,0.15,0.12,0.26,0.1,30,1263,1071,237,224,174,
sonder,507,242.5,1,0.7,156.7,0.79,0.32,0.17,0.19,0.21,0.1,30,401,400,162,88,97,
sociablEE,432,242.5,1.13,0.72,158.1,0.85,0.2,0.14,0.11,0.26,0.06,27,366,325,87,60,48,
PureR,526,242.5,1.28,0.72,157.6,0.86,0.14,0.12,0.08,0.23,0.06,35,451,353,75,63,43,
jzz,430,242.4,1.09,0.71,155.3,0.82,0.16,0.2,0.16,0.26,0.21,29,352,323,67,88,69,
azys,505,241.8,1.07,0.7,155.6,0.83,0.2,0.17,0.16,0.23,0.13,40,420,391,103,85,83,
TTyke,651,241.6,1.1,0.66,151.7,0.84,0.14,0.15,0.16,0.28,0.17,28,549,497,94,98,107,
Yacine,564,241.3,1.08,0.69,157.8,0.81,0.23,0.15,0.15,0.22,0.13,32,456,424,127,86,83,
Cloud,403,241.2,1.11,0.72,161,0.83,0.25,0.15,0.11,0.3,0.13,30,334,302,102,62,44,
ezzy,490,241.2,1.13,0.67,154.2,0.86,0.14,0.19,0.12,0.26,0.07,33,421,374,69,91,60,
nukkye,396,241.1,1.09,0.75,158,0.79,0.26,0.13,0.11,0.2,0.15,24,314,287,104,52,45,
Wolfen,620,240.9,1.26,0.73,153.1,0.86,0.14,0.15,0.11,0.32,0.1,29,535,426,89,95,66,
n1zzy,484,240.7,1.12,0.7,157.7,0.83,0.21,0.12,0.13,0.26,0.13,29,402,360,103,59,64,
bdog,423,240.4,1.2,0.7,149.7,0.88,0.11,0.16,0.12,0.23,0.1,40,372,310,48,69,51,
dicey,752,240.2,1.38,0.74,155.4,0.87,0.13,0.18,0.11,0.29,0.12,32,657,476,94,138,84,
Chadi,830,240,1.33,0.71,149.5,0.89,0.15,0.18,0.13,0.25,0.26,33,737,556,121,152,108,
Bones,1107,239.7,1.15,0.72,154.2,0.84,0.27,0.14,0.14,0.25,0.12,31,927,809,295,152,154,
Kaephrodite,286,239.7,1.24,0.74,159.7,0.83,0.19,0.14,0.1,0.2,0.2,24,237,191,54,41,29,
EJAY,681,239.6,1.16,0.71,153.2,0.87,0.16,0.18,0.13,0.26,0.12,37,592,511,110,121,88,
Surf,1062,238.7,1.22,0.73,152,0.86,0.15,0.2,0.14,0.24,0.16,34,918,755,163,211,151,
Winteryrook,877,238.7,1.2,0.74,152,0.85,0.29,0.12,0.11,0.27,0.2,33,742,616,251,103,100,
VolcaN,367,238.6,1.26,0.71,149.9,0.87,0.11,0.14,0.06,0.19,0.08,26,318,252,40,51,22,
Richy,223,238.4,1.12,0.72,154.2,0.84,0.17,0.17,0.13,0.28,0.2,25,188,168,37,37,29,
ponkt,273,238.3,1.22,0.7,156.2,0.86,0.12,0.22,0.14,0.34,0.12,31,236,193,32,59,38,
K1LLERS,321,238.3,1.1,0.7,151.1,0.82,0.21,0.12,0.12,0.33,0.17,29,263,240,69,37,37,
Lightningfast,604,238.2,1.07,0.72,157.1,0.81,0.26,0.16,0.14,0.24,0.16,33,488,457,157,95,82,
Rb,572,238,1.2,0.71,144.2,0.84,0.2,0.22,0.19,0.23,0.13,26,479,398,117,123,111,
BABYBAY,752,237.8,1.11,0.69,153.3,0.8,0.2,0.18,0.15,0.18,0.15,33,602,544,154,135,112,
Monyet,1152,237.8,1.11,0.71,154.4,0.81,0.21,0.17,0.16,0.22,0.26,36,932,836,240,201,189,
tomaszy,271,237.7,1.06,0.69,161.9,0.82,0.27,0.14,0.15,0.3,0.11,33,223,210,74,37,42,
cxyy,392,237.7,1.05,0.68,159.2,0.79,0.19,0.14,0.17,0.24,0.21,30,308,293,74,53,68,
amy,309,237.6,1.22,0.78,151.8,0.85,0.3,0.09,0.06,0.35,0.19,28,263,215,92,27,20,
Chronicle,498,237.2,1.18,0.71,154.2,0.84,0.21,0.14,0.16,0.23,0.13,31,417,352,106,69,78,
skuba,396,237.2,1.3,0.78,152.2,0.86,0.3,0.08,0.06,0.26,0.2,30,340,261,118,33,23,
Harmful,1181,237.2,1.13,0.66,149.8,0.84,0.14,0.19,0.15,0.31,0.09,32,997,885,160,223,181,
micaela,247,237.1,1.12,0.68,148.3,0.85,0.13,0.14,0.09,0.28,0.17,29,211,189,33,35,23,
WRONSKI,584,236.7,1.11,0.68,153,0.84,0.15,0.2,0.19,0.31,0.17,29,490,442,90,119,113,
Famouz,580,236.7,1.16,0.74,158,0.8,0.32,0.1,0.08,0.18,0.1,29,462,399,186,58,45,
chiwawa,466,236.7,1.24,0.73,157.8,0.84,0.22,0.11,0.08,0.32,0.14,31,391,316,104,53,39,
xand,690,236.6,1.12,0.73,149.7,0.83,0.19,0.15,0.12,0.25,0.14,28,574,513,128,103,85,
Lilo,366,236.5,1,0.64,154.4,0.8,0.17,0.16,0.16,0.25,0.18,27,291,290,63,60,59,
Burzzy,366,236.5,1.11,0.7,159.5,0.82,0.28,0.12,0.13,0.38,0.14,34,300,271,104,44,47,
Newky,324,236.4,1.09,0.66,153.5,0.82,0.23,0.15,0.1,0.35,0.06,31,266,245,73,48,34,
xavi8k,681,236.4,1.08,0.74,149.4,0.8,0.37,0.16,0.14,0.19,0.1,27,546,507,253,107,96,
SpringMo,455,236,1.05,0.69,156.9,0.82,0.24,0.15,0.16,0.25,0.2,29,371,354,107,69,75,
jonx,366,235.9,1.12,0.67,151.9,0.81,0.16,0.2,0.16,0.27,0.15,29,297,266,60,74,58,
Dep,272,235.8,1.21,0.77,152.3,0.85,0.32,0.11,0.07,0.26,0.24,30,230,190,88,30,18,
Sayf,761,235.7,1.32,0.72,150.2,0.85,0.16,0.15,0.11,0.27,0.15,26,647,491,125,112,85,
SiuFatBB,533,235.5,1.16,0.72,152.5,0.84,0.17,0.17,0.13,0.29,0.19,28,447,385,90,93,70,
nAts,498,235.4,1.22,0.74,152.7,0.83,0.24,0.11,0.08,0.32,0.16,32,415,341,119,53,39,
emluo,408,235,1.14,0.68,155.7,0.85,0.13,0.14,0.09,0.32,0.19,31,345,303,54,56,35,
tylerboy,862,235,1.1,0.71,154.1,0.83,0.17,0.12,0.14,0.24,0.15,32,713,647,144,107,120,
Life,404,234.7,1.09,0.71,155.7,0.81,0.19,0.16,0.16,0.29,0.12,27,329,302,76,65,64,
trexx,761,234.3,1.09,0.75,157.5,0.79,0.31,0.12,0.12,0.21,0.22,31,602,551,233,95,90,
8ecause,530,234.2,1.16,0.67,151.1,0.85,0.13,0.13,0.12,0.27,0.1,33,450,389,67,67,62,
Apinya,742,233.5,1.07,0.7,153.7,0.79,0.28,0.1,0.11,0.27,0.15,28,584,544,210,77,85,
ScreaM,429,233.5,1.11,0.73,156.3,0.8,0.2,0.12,0.12,0.24,0.17,28,343,308,84,53,51,
Cryocells,667,233.4,1.33,0.73,147.4,0.87,0.11,0.14,0.11,0.24,0.08,35,583,439,73,95,76,
punda,261,233.4,0.98,0.66,163.6,0.77,0.25,0.13,0.14,0.17,0.07,33,202,206,64,35,37,
sayoo,429,233.2,1.12,0.72,148.4,0.79,0.24,0.11,0.14,0.3,0.16,24,338,302,105,49,61,
Laz,272,233.1,1.22,0.7,141.1,0.83,0.17,0.19,0.14,0.24,0.13,29,226,185,47,52,39,
FirstLove,211,233.1,1.2,0.74,150.8,0.83,0.21,0.16,0.11,0.19,0.05,24,175,146,45,33,24,
Polvi,285,233.1,1.07,0.68,150.7,0.78,0.21,0.17,0.2,0.22,,23,221,206,59,49,56,
Suka,664,232.9,1.17,0.72,153.2,0.82,0.22,0.1,0.09,0.24,0.14,27,542,462,148,68,60,
Medusa,224,232.9,1.07,0.67,151.8,0.8,0.24,0.17,0.13,0.27,0.1,25,180,168,54,39,28,
lunah,359,232.9,0.99,0.69,151.3,0.81,0.21,0.15,0.18,0.26,0.12,28,290,294,74,55,66,
LarryBanks,254,232.9,1.21,0.72,149.5,0.81,0.24,0.15,0.08,0.31,0.25,28,205,169,61,37,21,
JA,505,232.8,1.2,0.7,150.1,0.85,0.23,0.15,0.13,0.26,0.1,37,428,358,116,74,65,
KRX,205,232.8,1.04,0.76,150.7,0.83,0.13,0.23,0.11,0.31,0.12,34,170,163,26,47,23,
JUGi,264,232.7,1.07,0.69,144.9,0.82,0.21,0.16,0.14,0.18,0.21,41,216,202,55,43,37,
Playboi Joe,646,232.5,1.13,0.71,151.4,0.81,0.18,0.17,0.13,0.22,0.19,33,524,462,119,108,87,
Davud,431,232.5,1.06,0.7,153.5,0.8,0.18,0.2,0.16,0.23,0.05,31,346,327,78,87,70,
forbanz,892,232.3,1.15,0.7,152.2,0.82,0.16,0.13,0.11,0.26,0.15,28,730,635,146,120,94,
ind1n,854,232.2,1.06,0.64,149.2,0.8,0.15,0.17,0.17,0.24,0.18,33,687,646,132,145,147,
zekken,667,231.9,1.14,0.74,151.7,0.79,0.28,0.14,0.12,0.22,0.1,26,529,465,188,92,77,
Fit1nho,299,231.5,1.17,0.73,151.7,0.8,0.2,0.13,0.08,0.25,0.19,23,238,203,60,38,24,
michey,373,231.1,1.02,0.71,155.6,0.79,0.19,0.14,0.13,0.19,0.08,31,296,289,71,54,49,
Daicute,545,231,1.09,0.66,146.1,0.83,0.18,0.17,0.16,0.23,0.09,30,450,413,99,91,87,
kiara,339,231,1.15,0.67,146.6,0.83,0.17,0.11,0.11,0.29,0.09,30,282,246,56,36,36,
ikke,809,230.8,1.14,0.75,148.7,0.8,0.27,0.14,0.11,0.18,0.13,28,644,566,215,115,87,
xuss,330,230.8,1.03,0.66,145.5,0.81,0.14,0.15,0.16,0.24,0.07,27,267,258,47,50,53,
furbsa,1767,230.6,1.08,0.68,150.6,0.82,0.18,0.17,0.16,0.33,0.15,31,1448,1337,317,306,284,
BuZz,572,230.6,1.39,0.76,148.5,0.83,0.16,0.12,0.08,0.24,0.18,24,475,341,91,70,48,
tesseract,380,230.3,1.18,0.75,152.2,0.84,0.27,0.1,0.09,0.32,0.17,37,318,270,102,39,34,
Tisora,488,230.3,1.06,0.69,148.5,0.78,0.19,0.2,0.16,0.23,0.05,33,383,363,92,100,79,
N A I S,285,230.2,1.16,0.71,148.9,0.82,0.26,0.09,0.14,0.29,0.03,29,235,203,73,25,39,
Stefanie,645,230.2,1.05,0.68,155,0.78,0.23,0.17,0.18,0.23,0.27,28,504,478,147,110,118,
Dev0,249,230.1,1.08,0.67,155.5,0.8,0.16,0.15,0.14,0.23,0.25,30,198,184,39,38,36,
bryce,357,230,1.19,0.73,149.6,0.82,0.14,0.11,0.11,0.25,0.13,27,291,245,50,39,38,
Izzy,305,229.9,1.3,0.69,147.6,0.82,0.13,0.18,0.1,0.26,0.15,23,249,191,41,54,31,
Redneval,321,229.8,0.98,0.66,144.4,0.78,0.17,0.18,0.23,0.26,0.12,24,249,253,55,59,74,
mimiFPS,238,229.8,1.26,0.74,151.3,0.82,0.15,0.12,0.12,0.29,0.12,24,194,154,35,28,29,
c4Lypso,1088,229.6,1.34,0.72,144.5,0.86,0.11,0.15,0.08,0.32,0.13,32,937,699,124,162,91,
Akame,382,229.6,0.99,0.65,147.1,0.77,0.2,0.19,0.21,0.21,0.15,27,296,300,76,73,80,
saadhak,396,229.4,1.19,0.75,149.5,0.77,0.45,0.14,0.1,0.23,0.15,25,305,257,177,54,40,
1TaPGoD,353,229.4,1.05,0.68,150.1,0.8,0.2,0.18,0.17,0.25,0.14,31,282,268,72,63,60,
Jlerst,305,229.4,1.19,0.81,147,0.8,0.33,0.1,0.05,0.34,0.21,26,245,206,100,29,15,
ardiis,1179,229.4,1.17,0.73,147.5,0.81,0.23,0.15,0.1,0.21,0.13,29,951,810,270,180,117,
havoc,608,229.3,1.16,0.72,146.8,0.81,0.3,0.11,0.15,0.32,0.15,32,495,428,181,67,89,
Xeppaa,772,229.3,1.17,0.74,145,0.8,0.34,0.06,0.09,0.2,0.19,29,620,528,265,49,69,
Moothie,327,229.3,1.2,0.7,146.3,0.83,0.13,0.19,0.09,0.27,0.08,35,270,225,43,61,29,
TheoW,368,229.2,1.03,0.66,145.9,0.78,0.19,0.18,0.2,0.22,0.07,24,287,279,70,65,72,
Askia,937,229.2,1,0.7,149.5,0.78,0.19,0.17,0.18,0.2,0.18,30,728,729,175,162,164,
zeldris,1622,228.8,1.09,0.67,142.8,0.8,0.18,0.18,0.14,0.24,0.16,35,1297,1185,289,290,235,
Killua,710,228.7,1.08,0.7,143.5,0.82,0.13,0.17,0.14,0.24,0.11,34,579,535,94,119,102,
infiltrator,376,228.6,1,0.68,146.8,0.78,0.16,0.18,0.16,0.28,0.24,24,292,293,60,66,62,
clawdia,267,228.5,0.99,0.73,143.8,0.73,0.24,0.16,0.16,0.21,0.06,23,195,197,63,42,43,
psy,353,228.4,1.12,0.72,153.1,0.79,0.31,0.09,0.09,0.21,0.06,24,280,251,109,31,32,
nTK,485,228.4,1.1,0.71,140,0.79,0.2,0.19,0.15,0.21,0.17,26,384,348,96,90,75,
bella,332,228.4,1.15,0.68,147.1,0.82,0.14,0.14,0.11,0.26,0.21,25,272,236,47,47,35,
DubsteP,1036,228.4,1.14,0.71,150.9,0.81,0.2,0.17,0.14,0.26,0.16,35,838,736,212,171,143,
Maple,584,228.3,1.16,0.78,146.5,0.77,0.37,0.1,0.04,0.19,0.16,26,448,385,215,58,24,
HANN,384,228.3,1.02,0.68,152.7,0.77,0.16,0.16,0.11,0.23,0.1,24,296,291,63,63,44,
Haxtrax,671,228.2,1.05,0.66,150.3,0.8,0.15,0.13,0.13,0.26,0.14,27,534,511,103,86,85,
tricky,489,228,0.98,0.68,148.5,0.79,0.16,0.17,0.18,0.25,0.08,34,386,395,79,81,90,
deLb,1034,227.8,1.06,0.73,149.6,0.78,0.2,0.14,0.13,0.23,0.12,25,811,766,202,145,135,
k1Ng,421,227.7,1.03,0.71,149.6,0.76,0.28,0.09,0.1,0.22,0.1,27,321,312,118,36,44,
gabersenn,212,227.7,1,0.66,145.2,0.77,0.22,0.13,0.1,0.22,0.16,24,163,163,47,28,22,
HomE,221,227.6,1.1,0.69,142.6,0.81,0.12,0.16,0.13,0.22,0.09,28,179,163,26,36,29,
SimonD4rk,272,227.5,1.16,0.72,148.9,0.82,0.17,0.15,0.11,0.19,0.12,27,222,191,46,40,31,
koalanoob,383,227.4,1.08,0.68,143.7,0.8,0.14,0.2,0.16,0.26,0.16,23,306,283,53,78,63,
shirazi,219,227.4,1.14,0.73,145.3,0.8,0.32,0.06,0.08,0.2,0.21,26,176,154,71,14,17,
Jemkin,289,227.4,1.03,0.73,149.3,0.77,0.21,0.16,0.14,0.25,0.2,27,223,217,62,45,41,
Lin,461,227.3,1.16,0.67,140.7,0.82,0.15,0.14,0.13,0.18,0.15,25,377,324,67,66,61,
Famsii,213,227.1,1.05,0.69,150.9,0.78,0.15,0.15,0.11,0.22,,29,167,159,33,32,23,
flowerful,507,226.7,1.31,0.77,149,0.85,0.1,0.14,0.07,0.26,0.16,27,429,327,52,70,36,
Nexi,801,226.7,1.17,0.76,144.9,0.79,0.22,0.12,0.1,0.25,0.18,31,634,541,176,96,83,
Tacolilla,679,226.7,1.36,0.73,140.4,0.81,0.14,0.15,0.09,0.24,0.16,30,550,403,93,101,62,
Kush,1034,226.7,1.1,0.75,146.4,0.79,0.31,0.09,0.08,0.27,0.18,31,822,747,323,91,87,
Jamppi,429,226.7,1.11,0.71,142.5,0.8,0.2,0.2,0.14,0.24,0.14,25,342,308,85,86,59,
ceNder,643,226.6,1.23,0.7,142.9,0.82,0.16,0.1,0.11,0.28,0.21,24,529,431,106,62,72,
Lmemore,1152,226.3,1.19,0.73,147.8,0.81,0.2,0.13,0.09,0.35,0.14,28,932,780,228,152,104,
Agility,372,226.3,1.01,0.7,150.5,0.8,0.22,0.12,0.12,0.3,0.14,29,297,294,82,44,44,
kon4n,384,226.2,1.12,0.72,147.6,0.8,0.27,0.09,0.09,0.23,0.26,30,306,274,105,34,34,
Ali,572,226.2,1.13,0.75,148.6,0.76,0.35,0.1,0.08,0.27,0.15,26,436,387,201,60,44,
Twisten,254,226,1.04,0.64,146.7,0.76,0.17,0.16,0.16,0.23,0.2,21,193,185,43,40,41,
Less,396,225.8,1.3,0.74,142.4,0.8,0.24,0.14,0.09,0.22,0.13,26,317,244,96,54,36,
RockeT,560,225.8,1.03,0.67,143.8,0.78,0.17,0.2,0.16,0.25,0.18,28,434,423,96,112,91,
AsLanM4shadoW,331,225.7,1.05,0.68,149.9,0.79,0.22,0.09,0.11,0.3,0.2,26,260,247,73,29,38,
PTC,299,225.7,1.11,0.74,146.4,0.79,0.31,0.13,0.1,0.25,0.13,25,237,214,93,39,30,
jade,309,225.6,1.1,0.71,138.8,0.8,0.17,0.21,0.19,0.17,0.38,27,247,224,54,64,59,
Marzil,733,225.6,1.08,0.67,145.1,0.79,0.19,0.14,0.12,0.28,0.12,34,578,536,136,104,91,
fl1pzjder,1102,225.4,1.13,0.71,143.4,0.78,0.23,0.16,0.12,0.3,0.18,30,863,763,252,172,134,
isaa,589,225.1,1.04,0.71,146.8,0.77,0.19,0.17,0.16,0.23,0.09,28,452,436,111,98,94,
nyczu,296,224.7,1.18,0.74,143.2,0.81,0.26,0.08,0.1,0.26,0.14,27,240,204,78,25,29,
Governor,779,224.6,0.96,0.67,140.8,0.75,0.21,0.16,0.19,0.24,0.03,29,585,612,162,127,148,
Wild0reoo,854,224.5,0.99,0.69,145.8,0.78,0.26,0.14,0.13,0.26,0.1,30,663,670,220,118,109,
sScary,1062,224.2,1.3,0.76,144.6,0.78,0.36,0.08,0.07,0.23,0.19,25,833,642,381,81,76,
